pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,fare_amount
40.618408,-73.950934,40.747319,-73.862394,3,39.32
40.640501,-73.745118,40.628377,-73.895686,2,35.66
40.845282,-73.948445,40.849955,-73.750163,3,42.41
40.824365,-73.873072,40.858039,-73.829185,2,15.54
40.661118,-73.720978,40.770306,-73.721499,2,32.57
40.634022,-73.973329,40.873114,-73.853847,1,72.59
40.625658,-73.941534,40.866793,-73.791395,1,73.20
40.718461,-74.025555,40.635584,-73.946568,1,29.88
40.782495,-73.825548,40.732327,-73.850984,2,18.76
40.721588,-73.797896,40.709609,-73.885503,2,21.80
40.856990,-73.950677,40.623304,-73.772066,5,74.01
40.767741,-73.729630,40.583687,-73.841232,1,53.61
40.719901,-73.887717,40.867439,-73.761221,3,52.93
40.846487,-73.886090,40.891353,-73.922305,2,19.12
40.573185,-73.996698,40.573769,-73.890547,2,24.80
40.752677,-73.893285,40.640625,-73.972045,2,35.10
40.566393,-73.923661,40.637970,-73.776431,1,37.72
40.673271,-73.987004,40.797611,-73.924606,1,33.06
40.668612,-73.773500,40.746078,-73.933278,2,37.21
40.809703,-73.918338,40.658712,-73.893952,1,43.65
40.810936,-73.829890,40.792865,-73.780724,1,14.44
40.711054,-73.940396,40.672572,-73.765320,1,43.41
40.828200,-73.859037,40.831399,-73.760791,4,25.21
40.767025,-74.024427,40.677817,-74.000198,2,28.64
40.667601,-73.807318,40.780713,-73.914649,2,38.26
40.662596,-73.947811,40.663760,-73.770624,1,40.69
40.856130,-73.972828,40.615876,-73.910202,1,70.68
40.649436,-73.937652,40.868374,-73.989787,3,60.21
40.607950,-73.870813,40.562414,-73.752823,3,28.32
40.686107,-73.785857,40.564867,-73.791057,1,35.69
40.774372,-73.953877,40.592258,-73.865789,1,49.31
40.691766,-73.992113,40.877028,-73.842682,1,68.98
40.818576,-73.753879,40.599012,-73.917633,1,71.80
40.861425,-73.723214,40.892578,-73.823616,2,26.47
40.709045,-73.867457,40.685789,-73.979808,1,26.61
40.892121,-73.861758,40.776402,-73.874090,1,37.00
40.802566,-73.945493,40.669582,-73.852355,1,41.42
40.565600,-73.845644,40.868058,-73.953410,3,84.16
40.657763,-73.936703,40.850098,-73.830782,1,60.96
40.562324,-73.784938,40.763609,-73.762311,3,51.73
40.617028,-74.019240,40.812718,-73.898539,1,56.97
40.722187,-73.800975,40.785534,-73.737012,2,25.54
40.710997,-73.873087,40.893575,-73.888926,1,51.55
40.671233,-73.802826,40.574773,-73.795692,5,28.46
40.639848,-73.985008,40.822402,-73.722920,3,78.74
40.767668,-73.878650,40.845496,-73.959662,1,28.31
40.571251,-73.790704,40.832707,-73.732541,1,77.70
40.576313,-73.736603,40.654669,-73.740806,2,24.63
40.752230,-73.927352,40.890222,-73.990965,1,40.99
40.833451,-73.816434,40.580880,-73.887401,2,75.90
40.897209,-73.946212,40.808507,-73.951593,2,26.03
40.856064,-73.809007,40.893172,-73.780012,1,13.08
40.882920,-73.982085,40.887205,-73.768950,3,47.56
40.675020,-73.950055,40.580072,-74.023502,1,32.85
40.849483,-73.900971,40.653208,-73.968990,1,56.12
40.635764,-73.905107,40.841945,-73.817130,1,57.75
40.799692,-73.984513,40.654042,-74.020732,1,43.12
40.870490,-73.937909,40.869499,-73.981378,1,11.80
40.683246,-73.768304,40.668582,-73.815871,5,14.20
40.582659,-73.770299,40.578329,-73.727906,5,15.87
40.827284,-73.741852,40.679380,-73.974506,5,66.68
40.602640,-73.993755,40.790484,-73.775474,3,69.37
40.801593,-73.735766,40.688235,-73.721231,1,30.71
40.869197,-73.745217,40.871783,-73.966099,1,46.14
40.592794,-73.995785,40.579731,-73.999449,1,6.88
40.847062,-73.888712,40.891621,-73.930045,2,18.29
40.845570,-73.800013,40.693630,-73.949879,1,60.90
40.617908,-73.764742,40.717739,-73.761596,1,29.13
40.740765,-73.806258,40.718425,-73.866978,1,18.62
40.718127,-74.026920,40.568474,-73.928827,3,47.53
40.642582,-73.962644,40.662840,-73.948350,1,11.22
40.694794,-73.956402,40.879736,-74.015987,1,56.35
40.834751,-73.847759,40.672867,-73.815792,1,44.43
40.616056,-73.780203,40.708749,-73.836526,2,33.84
40.820852,-73.874402,40.739558,-73.855118,6,25.26
40.761733,-73.819905,40.848998,-73.798558,1,26.88
40.781514,-73.742549,40.832241,-73.926890,1,37.84
40.783723,-73.884637,40.606616,-73.928593,1,46.49
40.848186,-73.965227,40.632273,-73.737084,3,76.10
40.696314,-73.735648,40.759978,-73.913709,1,46.20
40.859991,-73.797492,40.710149,-74.009015,3,65.11
40.748954,-73.893528,40.626145,-73.753961,1,44.89
40.686786,-73.816317,40.632265,-73.996635,1,44.74
40.616691,-73.733528,40.771377,-73.852000,2,77.73
40.628267,-73.987791,40.800886,-73.849255,2,52.93
40.898039,-73.835275,40.674264,-73.878054,1,60.33
40.751467,-73.726135,40.752876,-73.766399,3,11.86
40.700701,-73.735426,40.865781,-73.720540,1,42.85
40.890482,-73.743280,40.762199,-73.860483,1,44.29
40.873583,-73.761064,40.606935,-73.746086,1,72.22
40.663020,-73.747080,40.742920,-73.847136,1,33.87
40.656824,-73.866386,40.622860,-74.013990,2,35.96
40.810283,-73.777192,40.587166,-73.874328,2,68.68
40.694806,-74.000171,40.583449,-73.835851,1,51.28
40.612886,-73.779573,40.646639,-73.753130,1,11.48
40.888009,-73.948284,40.722799,-74.014058,1,49.63
40.746649,-73.863540,40.697869,-73.880690,1,15.10
40.599980,-73.844785,40.879890,-73.780996,5,87.54
40.840471,-73.871964,40.734287,-73.797275,1,36.35
40.872362,-73.821456,40.580384,-74.027068,1,97.36
40.729887,-73.897892,40.575798,-73.819252,3,47.89
40.669506,-73.837024,40.871250,-74.021531,2,72.13
40.664144,-73.966784,40.772753,-73.801927,2,45.20
40.575366,-74.010171,40.872885,-73.723214,1,104.16
40.678157,-73.902748,40.722066,-74.029835,4,32.76
40.834727,-73.837777,40.589319,-73.764761,2,68.08
40.892801,-73.746359,40.620559,-73.761561,2,141.74
40.852828,-73.987745,40.638300,-73.841562,1,73.03
40.754200,-73.978042,40.611784,-74.015035,6,62.84
40.652483,-73.865878,40.573407,-73.725827,3,36.60
40.604700,-73.902486,40.618840,-73.927555,1,10.00
40.765365,-73.969527,40.801125,-73.781518,4,40.45
40.868447,-73.780424,40.582900,-73.937897,2,79.80
40.631568,-73.795299,40.567775,-73.965413,3,43.90
40.893727,-73.941962,40.630874,-74.003350,1,82.06
40.808697,-73.806398,40.808724,-73.925579,2,26.52
40.799341,-73.997247,40.829271,-73.931241,1,17.59
40.819503,-73.921536,40.883257,-73.737148,2,44.17
40.794683,-73.877850,40.585209,-73.880688,2,82.18
40.759288,-73.766124,40.839864,-73.897166,1,35.91
40.616683,-73.927651,40.819139,-73.760444,1,61.79
40.608420,-73.830700,40.894934,-73.993283,1,88.10
40.632304,-73.731259,40.582481,-73.730706,1,12.80
40.703555,-73.782168,40.742759,-73.885211,1,24.40
40.577706,-73.842437,40.659453,-73.769444,1,28.25
40.750030,-74.026879,40.695009,-73.887660,1,33.65
40.828517,-73.954319,40.638774,-73.817092,2,59.20
40.672048,-73.994049,40.593604,-73.922020,3,26.44
40.856277,-73.942855,40.677864,-73.755687,2,61.49
40.758114,-73.925082,40.662642,-73.898721,3,29.86
40.740205,-73.787559,40.693847,-73.800982,2,14.96
40.742374,-73.879542,40.614418,-73.882111,1,36.72
40.818515,-73.867024,40.560994,-73.763103,1,79.29
40.626810,-73.751750,40.691825,-73.780792,1,21.58
40.675654,-73.796252,40.715115,-73.963986,2,38.67
40.699323,-73.730240,40.623827,-73.766821,3,21.51
40.885041,-73.974186,40.802134,-73.761217,4,48.62
40.627289,-74.000227,40.781205,-73.725997,3,76.49
40.713419,-73.796947,40.626183,-73.788018,4,28.69
40.883975,-73.779231,40.866530,-73.937054,2,33.82
40.713371,-73.905669,40.690517,-73.787509,3,29.87
40.791623,-73.964578,40.775746,-73.835850,1,26.91
40.814493,-73.964014,40.734737,-73.864929,1,32.93
40.821361,-73.944982,40.829415,-73.760167,2,43.04
40.891573,-73.818929,40.848608,-74.025597,2,51.20
40.697682,-73.765883,40.730845,-73.824265,1,19.11
40.626294,-73.756934,40.632607,-74.022942,2,57.52
40.769603,-73.825779,40.722701,-73.880651,1,19.09
40.655701,-73.780322,40.646384,-73.741610,3,11.59
40.603781,-73.757058,40.768817,-73.861511,2,52.36
40.810167,-73.952461,40.817863,-73.983715,2,7.59
40.607633,-73.766501,40.640859,-73.994615,1,52.19
40.595385,-74.024768,40.739045,-73.889210,1,48.35
40.896258,-73.994104,40.689662,-73.822923,2,70.08
40.860128,-73.780888,40.569545,-73.847197,1,83.33
40.619822,-73.965628,40.811773,-73.727043,1,70.13
40.841717,-73.764866,40.663104,-73.928211,1,58.33
40.582358,-73.874331,40.797698,-73.954558,1,62.27
40.822759,-73.810571,40.621728,-73.811431,4,58.25
40.728563,-73.873614,40.776246,-73.825601,5,20.26
40.766727,-73.991713,40.757997,-73.750707,1,51.46
40.592770,-73.950263,40.815356,-73.929452,4,67.24
40.627778,-73.830002,40.832031,-73.896747,1,55.15
40.729370,-73.923319,40.705464,-73.890487,5,11.06
40.854153,-74.019824,40.836487,-73.936210,1,18.49
40.591396,-73.842655,40.734466,-73.918975,2,44.77
40.824402,-73.768143,40.770401,-73.948071,1,43.44
40.717403,-73.903884,40.859036,-73.950239,1,41.70
40.642004,-73.726561,40.732464,-73.855601,2,40.38
40.589881,-73.803776,40.748529,-73.834483,1,44.67
40.774014,-73.848182,40.598375,-73.781121,1,49.26
40.699674,-73.978156,40.811899,-73.954954,1,31.65
40.566070,-73.862449,40.624526,-73.916781,1,18.59
40.873036,-73.733141,40.896456,-74.020309,1,58.09
40.622466,-73.735508,40.768329,-73.896904,2,51.49
40.746271,-73.983039,40.877733,-73.783703,1,56.25
40.605536,-73.875436,40.718196,-74.014032,2,43.66
40.793445,-73.846085,40.822305,-73.979002,1,54.45
40.777955,-73.735327,40.786041,-73.918958,2,41.59
40.602604,-73.946521,40.770089,-73.776858,4,58.48
40.650881,-73.936566,40.772916,-73.935263,6,38.57
40.620842,-73.736101,40.690005,-73.959312,1,48.18
40.690620,-73.877719,40.753973,-73.754560,1,30.96
40.762207,-73.831916,40.799904,-73.862391,4,16.67
40.660282,-73.999731,40.761283,-73.884037,3,38.89
40.600597,-74.008827,40.868392,-73.748736,2,86.15
40.698747,-74.008044,40.707995,-73.737493,1,63.49
40.798747,-74.001110,40.678563,-73.902587,2,37.21
40.765562,-73.866118,40.750557,-73.949878,3,18.83
40.688289,-73.859737,40.752047,-73.879651,2,25.30
40.783393,-73.868315,40.796531,-73.884925,1,7.32
40.849661,-73.825109,40.587961,-73.778203,1,147.95
40.855140,-73.759025,40.763274,-73.737132,2,30.24
40.876557,-73.931130,40.776435,-73.789348,1,43.94
40.621422,-73.876006,40.631928,-73.795210,1,21.82
40.805478,-73.969060,40.658212,-73.798311,1,55.94
40.662049,-73.822505,40.594056,-73.803477,1,23.06
40.583424,-73.819816,40.696704,-74.006387,1,49.45
40.583672,-73.946768,40.734495,-73.863838,1,49.57
40.839614,-73.991897,40.888928,-74.000131,2,14.05
40.667422,-73.829966,40.682222,-74.001071,3,37.87
40.779152,-73.721407,40.729592,-73.904497,2,39.00
40.772038,-73.793144,40.585917,-73.731556,2,54.47
40.608124,-73.843425,40.638409,-73.889679,1,13.14
40.813244,-73.851669,40.817065,-73.876625,4,9.54
40.612437,-73.924015,40.898177,-73.989113,4,79.96
40.674480,-73.930640,40.589891,-73.955433,3,29.35
40.647965,-73.864467,40.743194,-73.928746,3,33.11
40.874133,-73.798172,40.562887,-73.929664,1,86.98
40.715532,-73.725400,40.563264,-73.760108,3,46.00
40.831403,-73.900853,40.646944,-73.842259,1,54.72
40.707984,-73.842104,40.799772,-73.871602,2,24.47
40.621564,-73.796142,40.830807,-73.827502,4,60.13
40.619423,-73.845564,40.852890,-73.852531,2,68.95
40.746873,-73.888498,40.719211,-73.964101,1,20.42
40.628194,-73.825600,40.564030,-73.788134,2,21.38
40.836702,-73.910009,40.859612,-73.830180,5,20.29
40.885316,-73.920560,40.809976,-73.791744,1,34.34
40.751953,-74.025069,40.701741,-73.890426,1,34.33
40.860708,-74.019854,40.662351,-73.913518,1,57.93
40.606003,-73.798366,40.846492,-73.968767,3,71.81
40.811391,-73.832093,40.758417,-74.006101,1,42.67
40.569737,-73.957877,40.589789,-73.876065,3,20.32
40.887204,-73.997451,40.587674,-73.761091,1,102.07
40.633255,-73.958406,40.705705,-73.722843,1,51.38
40.750897,-73.888545,40.714815,-73.736434,2,39.27
40.831544,-73.976309,40.658114,-73.776929,1,64.44
40.621596,-73.949710,40.745682,-73.765583,1,49.63
40.853195,-74.016831,40.567073,-73.922805,1,87.08
40.668101,-73.761839,40.618474,-73.776731,3,16.06
40.628669,-73.957482,40.612594,-74.000059,1,9.29
40.822080,-73.828557,40.891372,-73.730449,1,30.61
40.564729,-74.007229,40.764569,-73.724086,2,113.40
40.865407,-73.902062,40.898036,-73.863704,2,16.78
40.620433,-73.804326,40.887720,-73.917542,4,76.36
40.882291,-73.832966,40.781944,-73.866767,3,28.05
40.594646,-73.795895,40.575405,-74.003856,2,49.67
40.884762,-73.945416,40.732473,-73.952757,1,41.66
40.795598,-73.740150,40.628106,-73.942674,1,101.01
40.778032,-73.913072,40.731502,-73.752440,2,41.12
40.886177,-73.860958,40.601649,-73.814954,1,78.51
40.583869,-73.825568,40.675481,-73.847668,1,24.29
40.605189,-74.011229,40.762009,-73.931070,1,43.39
40.610420,-73.922287,40.585494,-73.733225,2,40.44
40.878649,-73.891649,40.769399,-73.804951,1,36.01
40.675680,-73.977205,40.658294,-73.822558,1,33.00
40.811821,-73.846514,40.568849,-73.788383,1,68.99
40.761720,-73.936437,40.793956,-73.750618,2,46.43
40.575557,-73.991163,40.692912,-73.959231,2,36.17
40.739254,-73.803398,40.790135,-73.799268,2,18.53
40.828999,-73.927221,40.590886,-73.931192,1,64.10
40.884098,-73.914284,40.795461,-73.965545,2,28.09
40.773070,-73.964270,40.645659,-73.950680,3,37.70
40.651034,-73.928878,40.798533,-73.974496,2,48.67
40.863863,-73.734338,40.705659,-73.778418,2,50.96
40.846982,-73.721581,40.854741,-73.931337,2,45.06
40.831419,-73.976961,40.681713,-73.933405,2,46.93
40.841149,-73.780625,40.585313,-73.825666,2,73.25
40.854672,-73.982903,40.707334,-73.780026,1,57.14
40.617628,-73.958360,40.744123,-73.864016,2,38.58
40.591608,-73.847971,40.623735,-73.799410,1,15.22
40.629846,-73.933853,40.850696,-73.746083,1,72.66
40.889354,-74.019548,40.661160,-73.934674,2,62.12
40.814891,-73.928626,40.819020,-73.917805,1,5.65
40.721444,-73.897720,40.889784,-73.901514,4,46.38
40.862276,-73.812734,40.666091,-73.923950,2,61.27
40.614487,-73.785887,40.813137,-73.978792,1,69.61
40.713022,-73.886456,40.626813,-73.983831,3,30.15
40.851392,-74.013862,40.822414,-74.026947,4,22.43
40.760654,-73.724515,40.864236,-74.013300,2,66.28
40.864472,-73.994490,40.622687,-73.814521,1,76.04
40.845666,-73.995914,40.571972,-73.759733,1,83.82
40.665548,-73.743836,40.693223,-73.773117,3,15.29
40.829178,-73.855288,40.870333,-73.905377,6,22.10
40.734401,-73.750732,40.654504,-73.799220,1,23.96
40.716368,-73.868086,40.862546,-73.805689,1,38.66
40.633208,-73.989732,40.812349,-73.776659,1,98.51
40.824252,-73.942508,40.649152,-74.001534,1,55.06
40.853042,-73.847248,40.708837,-73.898100,1,42.97
40.885242,-73.874181,40.730612,-73.810057,1,44.53
40.829643,-73.797785,40.608998,-73.807633,4,63.14
40.695500,-73.779139,40.705723,-73.911385,1,32.61
40.616354,-73.884306,40.678731,-73.993934,1,28.29
40.561933,-73.973265,40.821739,-73.863038,4,77.00
40.573089,-74.018518,40.607503,-73.899103,2,30.04
40.758727,-73.747661,40.894743,-73.801270,4,41.47
40.573340,-74.002470,40.572260,-73.873307,1,27.19
40.839079,-73.987759,40.608012,-73.775382,1,83.36
40.706482,-73.959459,40.849910,-73.872789,2,45.46
40.796454,-73.825252,40.601719,-73.998786,1,69.68
40.634573,-73.887974,40.733441,-73.855017,1,31.17
40.801620,-73.941451,40.836107,-73.951544,2,11.13
40.680918,-73.952337,40.841184,-73.973510,2,49.24
40.883739,-73.961214,40.693158,-73.852694,1,53.65
40.766833,-73.888290,40.694322,-74.002178,2,30.35
40.620846,-74.018821,40.799308,-73.933888,2,55.43
40.878392,-73.916358,40.828244,-74.010664,3,23.49
40.777861,-73.891127,40.767791,-73.990950,3,22.15
40.885493,-73.788679,40.613255,-73.997368,1,85.92
40.703266,-73.944825,40.564999,-73.888952,2,42.46
40.881175,-73.808706,40.651280,-73.826628,1,71.63
40.657652,-74.022836,40.595678,-73.757244,3,57.31
40.596124,-73.788493,40.774587,-73.804826,2,49.68
40.723999,-73.776382,40.588293,-73.759433,1,37.20
40.894354,-73.815514,40.879781,-73.839389,2,10.42
40.775888,-73.854270,40.757465,-73.789185,4,17.80
40.595325,-73.892559,40.868993,-73.945787,2,73.24
40.778305,-74.009951,40.570384,-73.842954,5,69.18
40.757912,-73.941581,40.736756,-73.790424,1,33.25
40.586300,-73.863422,40.699639,-73.932234,1,35.47
40.591897,-73.824095,40.636250,-73.782568,2,19.75
40.700756,-73.954307,40.569711,-73.989899,2,40.21
40.802208,-73.943758,40.735101,-73.980608,1,24.26
40.785228,-73.736409,40.681985,-73.774467,2,34.78
40.741644,-73.965061,40.775893,-73.735637,1,48.59
40.883164,-73.989968,40.582116,-73.831097,2,87.17
40.636988,-73.927319,40.581211,-73.803414,1,36.72
40.651943,-74.012122,40.776357,-73.733007,1,70.70
40.664370,-73.913724,40.740732,-73.948973,3,20.57
40.851533,-74.017058,40.769549,-73.984722,1,23.54
40.615641,-73.751122,40.780607,-73.750298,1,45.22
40.814709,-73.831529,40.784145,-73.870838,2,15.12
40.692898,-73.868377,40.793347,-73.888708,2,32.88
40.888459,-73.755425,40.679920,-73.863736,1,60.27
40.644961,-73.887858,40.619119,-73.734130,3,36.18
40.577487,-73.980811,40.751449,-73.805373,1,59.65
40.835083,-73.900020,40.723877,-73.857192,5,34.86
40.563846,-73.930644,40.869462,-73.764918,3,93.71
40.822801,-73.970605,40.830595,-73.964042,1,5.70
40.655205,-73.962522,40.647232,-73.960320,2,5.42
40.892244,-73.792030,40.706991,-73.904057,3,55.42
40.677069,-73.993527,40.628441,-73.854692,1,31.87
40.763777,-73.827052,40.665225,-73.951582,2,38.62
40.685335,-73.732090,40.747901,-73.844424,3,31.30
40.640296,-73.853268,40.810342,-73.876512,1,45.81
40.871743,-73.721146,40.834500,-73.886052,1,35.35
40.574165,-73.844139,40.824404,-73.941602,1,72.81
40.748756,-73.931749,40.595820,-73.876343,1,46.31
40.890031,-73.875434,40.716996,-73.882931,1,45.77
40.841119,-73.802638,40.670302,-74.025142,1,69.29
40.766070,-73.833144,40.606898,-73.774747,2,44.84
40.783998,-73.849627,40.691781,-73.988249,1,71.94
40.788028,-73.944791,40.713723,-73.733182,2,51.78
40.881390,-73.982236,40.819330,-73.797151,1,48.65
40.836898,-73.767775,40.776207,-73.887511,2,29.87
40.833141,-73.805231,40.645674,-73.956622,1,64.63
40.670404,-73.878699,40.590432,-73.962413,3,32.11
40.604493,-73.993971,40.598461,-73.981353,2,5.45
40.851553,-73.931726,40.774686,-73.844927,1,28.10
40.629739,-73.890452,40.688741,-73.827362,1,18.72
40.734165,-73.794922,40.685233,-73.771822,1,12.58
40.794206,-73.875073,40.870861,-73.759818,1,31.24
40.863172,-73.955364,40.742354,-74.014852,2,35.45
40.607300,-73.974725,40.688375,-73.848494,1,35.10
40.698276,-73.999324,40.890348,-73.741091,1,73.70
40.625581,-73.810789,40.606583,-74.018362,3,45.28
40.657185,-73.760153,40.898220,-73.904821,2,79.51
40.579058,-73.999135,40.808046,-73.885650,1,67.55
40.714287,-74.004543,40.768747,-73.819265,1,48.58
40.671499,-73.838613,40.688506,-73.959724,2,29.38
40.773924,-73.889758,40.736775,-73.768098,4,32.62
40.879315,-73.779193,40.687302,-73.964765,1,60.45
40.788200,-73.740137,40.616368,-73.751274,1,50.07
40.638029,-73.970881,40.773774,-73.752067,1,62.27
40.632164,-73.772937,40.614123,-73.862963,2,20.63
40.794623,-74.005639,40.624633,-73.931069,1,51.92
40.654726,-73.762203,40.737337,-73.985770,3,52.67
40.657682,-73.777879,40.686042,-73.909704,3,29.38
40.734817,-74.010408,40.793799,-73.778982,1,52.56
40.768204,-73.846807,40.574137,-73.881854,1,85.80
40.806638,-74.002392,40.849934,-73.975584,1,16.07
40.842702,-73.814192,40.789501,-73.775557,1,35.10
40.635317,-73.997499,40.837665,-73.757442,2,72.33
40.759483,-73.898626,40.587696,-73.906613,1,41.92
40.584048,-73.968089,40.744065,-73.907716,2,46.82
40.662282,-73.916875,40.812940,-73.958967,1,38.02
40.729267,-73.780999,40.698031,-73.833884,6,19.06
40.679552,-73.802953,40.695392,-73.889253,1,17.81
40.851771,-73.947632,40.643929,-73.915096,1,61.78
40.697984,-73.795817,40.611853,-73.744894,1,29.13
40.883528,-73.869588,40.819879,-73.910023,1,21.38
40.848965,-73.928096,40.624596,-73.856223,1,61.18
40.668121,-74.027235,40.666668,-73.802221,2,54.06
40.718829,-73.957162,40.752591,-73.790757,1,75.89
40.800206,-73.980664,40.704174,-73.966999,1,27.00
40.606844,-74.004637,40.677147,-74.028458,1,23.03
40.578751,-73.813980,40.840136,-73.733692,1,78.69
40.740167,-73.984294,40.898006,-73.732414,1,65.39
40.876005,-73.839274,40.605223,-73.987618,1,79.00
40.830446,-73.746977,40.655147,-74.029332,2,75.20
40.764492,-73.812047,40.600622,-74.002110,2,61.21
